Order_ID,Date,Customer_ID,Product_ID,Channel,Quantity,Unit_Price,Total_Sales
O005462,2025-11-25,C00179,P0050,Mobile App,2,11369,22738
O005463,2025-07-13,C00979,P0047,Online,5,6452,32260
O005464,2025-05-05,C00751,P0055,Mobile App,2,8401,16802
O005465,2025-12-14,C00291,P0086,Mobile App,4,7139,28556
O005466,2025-06-05,C00191,P0033,Marketplace,2,6772,13544
O005467,2025-11-09,C00454,P0077,Marketplace,3,1363,4089
O005468,2025-05-16,C00598,P0002,Marketplace,2,4212,8424
O005469,2025-05-18,C00179,P0110,Online,2,9949,19898
O005470,2026-05-02,C00366,P0187,Store,5,8645,43225
O005471,2025-11-22,C00687,P0112,Marketplace,4,9685,38740
O005472,2025-05-22,C00678,P0161,Mobile App,2,5953,11906
O005473,2025-08-30,C00851,P0046,Store,5,9971,49855
O005474,2026-03-04,C00793,P0092,Online,4,2496,9984
O005475,2025-07-16,C00983,P0086,Marketplace,2,7139,14278
O005476,2025-10-16,C00868,P0095,Online,3,13438,40314
O005477,2026-01-27,C00919,P0069,Marketplace,4,3670,14680
O005478,2026-02-08,C00253,P0041,Online,3,6130,18390
O005479,2025-08-02,C00308,P0159,Online,4,6728,26912
O005480,2026-02-05,C00379,P0069,Store,4,3670,14680
O005481,2026-03-11,C00596,P0064,Mobile App,4,1603,6412
O005482,2026-03-26,C00453,P0041,Mobile App,3,6130,18390
O005483,2025-08-11,C00737,P0196,Mobile App,4,14825,59300
O005484,2025-06-23,C00214,P0171,Marketplace,2,6167,12334
O005485,2025-10-10,C00910,P0033,Mobile App,5,6772,33860
O005486,2025-03-20,C00297,P0192,Store,2,7661,15322
O005487,2025-09-10,C00946,P0182,Store,4,7243,28972
O005488,2025-06-23,C00487,P0077,Online,1,1363,1363
O005489,2026-03-19,C00661,P0041,Marketplace,4,6130,24520
O005490,2026-04-22,C00230,P0051,Mobile App,5,12792,63960
O005491,2026-04-27,C00676,P0070,Mobile App,2,11880,23760
O005492,2025-06-18,C00513,P0106,Marketplace,5,1021,5105
O005493,2025-01-14,C00423,P0064,Online,5,1603,8015
O005494,2025-03-17,C00304,P0101,Marketplace,5,6596,32980
O005495,2025-11-12,C00624,P0152,Online,2,3138,6276
O005496,2025-07-01,C00882,P0107,Store,1,8438,8438
O005497,2025-02-12,C00104,P0173,Marketplace,5,11068,55340
O005498,2025-12-22,C00473,P0132,Online,2,11463,22926
O005499,2025-01-12,C00510,P0008,Store,2,3811,7622
O005500,2025-07-14,C00061,P0122,Marketplace,2,5918,11836
O005501,2026-02-01,C00851,P0177,Online,2,7088,14176
O005502,2025-10-02,C00629,P0025,Marketplace,3,6265,18795
O005503,2026-04-08,C00729,P0124,Online,5,7379,36895
O005504,2025-07-17,C00750,P0143,Mobile App,2,9743,19486
O005505,2025-03-02,C00135,P0147,Online,2,11374,22748
O005506,2026-02-06,C00202,P0074,Mobile App,4,1249,4996
O005507,2025-07-23,C00189,P0198,Mobile App,4,1022,4088
O005508,2026-03-06,C00148,P0165,Store,3,826,2478
O005509,2025-06-26,C00769,P0100,Marketplace,3,2897,8691
O005510,2025-11-03,C00112,P0053,Marketplace,2,2791,5582
O005511,2026-03-17,C00826,P0036,Mobile App,5,6682,33410
O005512,2025-07-22,C00841,P0003,Mobile App,2,12266,24532
O005513,2025-12-08,C00113,P0130,Store,1,4662,4662
O005514,2025-12-26,C00933,P0165,Marketplace,4,826,3304
O005515,2025-10-18,C00472,P0184,Online,3,11269,33807
O005516,2025-08-20,C00689,P0159,Online,4,6728,26912
O005517,2025-04-25,C00224,P0106,Mobile App,5,1021,5105
O005518,2025-02-26,C00034,P0057,Online,5,13989,69945
O005519,2025-03-28,C00359,P0100,Online,1,2897,2897
O005520,2026-02-02,C00736,P0030,Store,4,4622,18488
O005521,2025-05-20,C00749,P0146,Online,5,14927,74635
O005522,2025-04-10,C00232,P0195,Store,1,2617,2617
O005523,2025-04-21,C00488,P0070,Marketplace,3,11880,35640
O005524,2026-05-05,C00703,P0124,Mobile App,2,7379,14758
O005525,2025-05-25,C00047,P0137,Mobile App,1,12834,12834
O005526,2026-05-04,C00073,P0023,Marketplace,1,6427,6427
O005527,2025-04-21,C00039,P0127,Online,5,11068,55340
O005528,2025-02-16,C00107,P0065,Marketplace,5,13569,67845
O005529,2025-10-24,C00671,P0003,Online,3,12266,36798
O005530,2025-01-25,C00869,P0198,Mobile App,1,1022,1022
O005531,2026-04-03,C00934,P0168,Online,2,6511,13022
O005532,2025-10-15,C00851,P0039,Marketplace,5,12439,62195
O005533,2025-07-26,C00938,P0107,Online,1,8438,8438
O005534,2026-03-25,C00636,P0192,Online,1,7661,7661
O005535,2025-03-15,C00125,P0064,Store,3,1603,4809
O005536,2026-04-04,C00761,P0067,Mobile App,5,9207,46035
O005537,2025-05-14,C00910,P0078,Store,5,3950,19750
O005538,2025-06-13,C00203,P0016,Online,2,8985,17970
O005539,2025-12-23,C00490,P0109,Online,1,14148,14148
O005540,2025-02-21,C00211,P0125,Marketplace,5,10221,51105
O005541,2025-06-15,C00807,P0016,Marketplace,1,8985,8985
O005542,2026-02-09,C00508,P0026,Online,1,11180,11180
O005543,2026-02-05,C00723,P0053,Online,2,2791,5582
O005544,2026-04-20,C00868,P0150,Online,3,4078,12234
O005545,2026-04-09,C00476,P0035,Online,3,3683,11049
O005546,2025-10-12,C00823,P0042,Online,5,8548,42740
O005547,2025-03-03,C00136,P0075,Marketplace,1,9838,9838
O005548,2025-06-12,C00140,P0162,Marketplace,3,11333,33999
O005549,2026-01-31,C00952,P0179,Store,1,10284,10284
O005550,2026-03-11,C00523,P0112,Mobile App,4,9685,38740
O005551,2025-05-31,C00881,P0126,Marketplace,4,11142,44568
O005552,2025-02-06,C00245,P0049,Online,5,11345,56725
O005553,2025-06-04,C00630,P0010,Online,4,11638,46552
O005554,2025-03-04,C00802,P0169,Mobile App,4,4373,17492
O005555,2025-11-25,C00156,P0044,Online,2,2704,5408
O005556,2026-03-26,C00050,P0090,Online,3,13316,39948
O005557,2025-02-12,C00943,P0182,Mobile App,2,7243,14486
O005558,2025-01-27,C00421,P0056,Marketplace,3,14462,43386
O005559,2025-07-18,C00069,P0170,Marketplace,2,227,454
O005560,2026-02-21,C00353,P0141,Mobile App,3,1432,4296
O005561,2025-03-31,C00776,P0043,Marketplace,3,12582,37746
O005562,2026-04-03,C00077,P0190,Online,3,600,1800
O005563,2025-05-25,C00499,P0036,Online,3,6682,20046
O005564,2025-10-26,C00556,P0182,Mobile App,4,7243,28972
O005565,2026-04-14,C00932,P0134,Mobile App,5,14062,70310
O005566,2025-11-06,C00290,P0110,Store,4,9949,39796
O005567,2025-07-09,C00109,P0015,Mobile App,1,13423,13423
O005568,2025-06-28,C00962,P0111,Marketplace,4,6815,27260
O005569,2025-07-06,C00797,P0054,Mobile App,3,12030,36090
O005570,2025-08-18,C00654,P0038,Online,2,4240,8480
O005571,2025-07-19,C00414,P0117,Store,2,2344,4688
O005572,2025-07-27,C00376,P0195,Online,3,2617,7851
O005573,2026-03-24,C00009,P0067,Marketplace,4,9207,36828
O005574,2025-02-12,C00302,P0006,Mobile App,1,4011,4011
O005575,2025-01-03,C00839,P0029,Marketplace,2,2877,5754
O005576,2026-03-17,C00185,P0131,Mobile App,4,11957,47828
O005577,2025-08-16,C00797,P0011,Online,5,4752,23760
O005578,2026-05-11,C00654,P0002,Marketplace,1,4212,4212
O005579,2025-11-03,C00061,P0105,Mobile App,5,12454,62270
O005580,2025-09-06,C00139,P0195,Store,1,2617,2617
O005581,2025-07-28,C00173,P0002,Store,4,4212,16848
O005582,2025-03-04,C00360,P0129,Store,1,12363,12363
O005583,2025-03-15,C00566,P0036,Store,2,6682,13364
O005584,2025-10-12,C00159,P0047,Mobile App,2,6452,12904
O005585,2025-05-23,C00483,P0004,Mobile App,5,9874,49370
O005586,2025-04-09,C00367,P0040,Mobile App,5,14909,74545
O005587,2025-05-20,C00095,P0009,Online,1,13461,13461
O005588,2025-05-18,C00464,P0186,Online,5,10994,54970
O005589,2026-04-01,C00801,P0059,Online,3,9037,27111
O005590,2026-04-25,C00253,P0181,Mobile App,1,5178,5178
O005591,2026-02-27,C00874,P0171,Mobile App,1,6167,6167
O005592,2026-05-11,C00799,P0050,Marketplace,3,11369,34107
O005593,2026-01-28,C00659,P0038,Store,2,4240,8480
O005594,2025-05-29,C00121,P0002,Mobile App,4,4212,16848
O005595,2025-01-21,C00614,P0126,Marketplace,5,11142,55710
O005596,2025-01-15,C00131,P0135,Online,2,10592,21184
O005597,2026-04-04,C00308,P0019,Online,1,9659,9659
O005598,2026-04-11,C00888,P0160,Mobile App,3,14361,43083
O005599,2025-02-09,C00628,P0063,Mobile App,3,1149,3447
O005600,2026-02-07,C00781,P0195,Online,2,2617,5234
O005601,2025-05-28,C00481,P0168,Marketplace,3,6511,19533
O005602,2026-01-11,C00905,P0117,Store,3,2344,7032
O005603,2025-03-31,C00088,P0141,Store,1,1432,1432
O005604,2025-04-24,C00775,P0006,Mobile App,4,4011,16044
O005605,2025-11-25,C00728,P0128,Online,5,4533,22665
O005606,2025-08-26,C00572,P0173,Online,2,11068,22136
O005607,2025-02-19,C00228,P0171,Marketplace,2,6167,12334
O005608,2026-02-25,C00738,P0065,Marketplace,2,13569,27138
O005609,2025-01-08,C00327,P0153,Mobile App,5,13018,65090
O005610,2026-05-06,C00353,P0142,Marketplace,3,9138,27414
O005611,2025-10-20,C00314,P0096,Online,5,1028,5140
O005612,2025-04-06,C00590,P0140,Online,3,9389,28167
O005613,2026-05-09,C00441,P0108,Online,5,1131,5655
O005614,2025-07-03,C00916,P0177,Store,3,7088,21264
O005615,2026-02-15,C00557,P0134,Marketplace,5,14062,70310
O005616,2025-02-04,C00746,P0004,Online,4,9874,39496
O005617,2025-08-04,C00471,P0100,Store,3,2897,8691
O005618,2026-01-23,C00280,P0060,Mobile App,4,10013,40052
O005619,2025-02-12,C00409,P0114,Mobile App,1,10970,10970
O005620,2025-08-01,C00096,P0037,Store,4,2540,10160
O005621,2025-02-05,C00307,P0108,Online,5,1131,5655
O005622,2025-04-23,C00651,P0036,Online,3,6682,20046
O005623,2025-04-10,C00491,P0132,Marketplace,3,11463,34389
O005624,2025-03-24,C00656,P0158,Marketplace,5,3852,19260
O005625,2025-06-04,C00471,P0076,Marketplace,3,9841,29523
O005626,2026-02-15,C00898,P0047,Online,3,6452,19356
O005627,2025-12-12,C00189,P0137,Store,3,12834,38502
O005628,2026-04-07,C00257,P0191,Store,2,7984,15968
O005629,2025-09-20,C00005,P0055,Online,3,8401,25203
O005630,2025-08-21,C00727,P0071,Store,1,11204,11204
O005631,2026-01-04,C00339,P0079,Mobile App,1,14284,14284
O005632,2025-11-04,C00111,P0064,Mobile App,4,1603,6412
O005633,2025-06-11,C00470,P0137,Mobile App,3,12834,38502
O005634,2025-07-16,C00179,P0150,Marketplace,1,4078,4078
O005635,2025-01-08,C00167,P0145,Mobile App,4,5250,21000
O005636,2025-08-20,C00063,P0043,Store,3,12582,37746
O005637,2025-04-24,C00673,P0196,Store,2,14825,29650
O005638,2025-12-12,C00615,P0159,Mobile App,3,6728,20184
O005639,2026-04-22,C00228,P0092,Online,2,2496,4992
O005640,2026-04-17,C00830,P0083,Store,5,4181,20905
O005641,2025-04-26,C00048,P0135,Mobile App,4,10592,42368
O005642,2025-11-06,C00446,P0006,Marketplace,2,4011,8022
O005643,2025-11-04,C00093,P0048,Marketplace,5,8869,44345
O005644,2025-09-06,C00303,P0041,Store,1,6130,6130
O005645,2026-03-01,C00135,P0154,Online,2,4571,9142
O005646,2025-07-28,C00476,P0078,Store,1,3950,3950
O005647,2025-12-17,C00247,P0031,Store,3,11416,34248
O005648,2025-11-06,C00215,P0104,Marketplace,4,3766,15064
O005649,2025-04-24,C00130,P0002,Mobile App,4,4212,16848
O005650,2026-05-13,C00221,P0193,Online,1,11969,11969
O005651,2025-03-22,C00513,P0060,Online,5,10013,50065
O005652,2026-02-04,C00961,P0078,Mobile App,5,3950,19750
O005653,2025-03-19,C00047,P0002,Marketplace,2,4212,8424
O005654,2025-01-25,C00109,P0025,Store,5,6265,31325
O005655,2025-04-19,C00383,P0165,Store,2,826,1652
O005656,2025-09-07,C00087,P0126,Online,5,11142,55710
O005657,2025-11-27,C00023,P0001,Store,1,609,609
O005658,2025-11-28,C00350,P0182,Marketplace,5,7243,36215
O005659,2025-03-16,C00189,P0026,Mobile App,4,11180,44720
O005660,2025-12-25,C00505,P0097,Online,3,1728,5184
O005661,2025-07-01,C00994,P0132,Mobile App,3,11463,34389
O005662,2025-10-24,C00637,P0001,Store,4,609,2436
O005663,2025-05-27,C00813,P0059,Mobile App,1,9037,9037
O005664,2025-03-11,C00761,P0187,Store,2,8645,17290
O005665,2025-11-30,C00643,P0022,Marketplace,4,14213,56852
O005666,2026-01-29,C00078,P0120,Mobile App,5,1400,7000
O005667,2025-05-29,C00452,P0085,Mobile App,4,10996,43984
O005668,2025-01-07,C00802,P0063,Online,4,1149,4596
O005669,2026-04-29,C00776,P0158,Mobile App,3,3852,11556
O005670,2025-12-25,C00935,P0051,Online,5,12792,63960
O005671,2026-05-14,C00511,P0021,Marketplace,4,12865,51460
O005672,2025-06-24,C00060,P0108,Mobile App,4,1131,4524
O005673,2025-11-28,C00918,P0046,Marketplace,4,9971,39884
O005674,2025-01-14,C00803,P0018,Store,2,13788,27576
O005675,2026-02-25,C00718,P0142,Mobile App,1,9138,9138
O005676,2025-01-29,C00417,P0123,Online,5,6254,31270
O005677,2025-01-31,C00160,P0185,Store,5,13204,66020
O005678,2025-12-12,C00117,P0063,Marketplace,1,1149,1149
O005679,2025-12-15,C00950,P0123,Marketplace,5,6254,31270
O005680,2025-11-19,C00846,P0007,Marketplace,4,9395,37580
O005681,2025-04-15,C00344,P0162,Store,4,11333,45332
O005682,2025-04-12,C00701,P0035,Marketplace,2,3683,7366
O005683,2025-07-02,C00600,P0032,Store,5,3952,19760
O005684,2025-07-13,C00839,P0019,Mobile App,2,9659,19318
O005685,2025-07-08,C00425,P0166,Store,5,5863,29315
O005686,2025-02-12,C00293,P0128,Store,1,4533,4533
O005687,2025-04-09,C00023,P0156,Online,3,3844,11532
O005688,2025-08-21,C00851,P0008,Mobile App,2,3811,7622
O005689,2025-10-19,C00771,P0198,Store,2,1022,2044
O005690,2025-04-17,C00147,P0063,Mobile App,1,1149,1149
O005691,2025-11-03,C00675,P0112,Marketplace,3,9685,29055
O005692,2025-04-17,C00130,P0098,Marketplace,5,6858,34290
O005693,2026-01-01,C00265,P0194,Online,5,8299,41495
O005694,2025-04-14,C00821,P0126,Marketplace,5,11142,55710
O005695,2025-10-19,C00074,P0106,Mobile App,3,1021,3063
O005696,2025-03-13,C00043,P0054,Online,5,12030,60150
O005697,2025-12-08,C00892,P0026,Online,3,11180,33540
O005698,2025-03-25,C00718,P0100,Marketplace,3,2897,8691
O005699,2025-04-05,C00442,P0101,Marketplace,3,6596,19788
O005700,2025-02-02,C00825,P0057,Store,3,13989,41967
O005701,2025-05-24,C00324,P0125,Mobile App,2,10221,20442
O005702,2025-09-08,C00973,P0057,Mobile App,2,13989,27978
O005703,2025-06-10,C00953,P0173,Marketplace,4,11068,44272
O005704,2026-05-16,C00421,P0158,Mobile App,4,3852,15408
O005705,2025-09-19,C00301,P0136,Marketplace,4,922,3688
O005706,2025-05-23,C00834,P0041,Mobile App,2,6130,12260
O005707,2026-03-02,C00124,P0182,Online,3,7243,21729
O005708,2025-11-17,C00142,P0079,Mobile App,4,14284,57136
O005709,2025-10-24,C00133,P0002,Marketplace,4,4212,16848
O005710,2025-10-01,C00952,P0084,Mobile App,4,3319,13276
O005711,2026-02-24,C00689,P0029,Online,2,2877,5754
O005712,2026-01-20,C00459,P0108,Marketplace,2,1131,2262
O005713,2025-04-02,C00612,P0183,Store,4,7818,31272
O005714,2025-12-26,C00023,P0190,Marketplace,3,600,1800
O005715,2025-05-12,C00702,P0150,Mobile App,2,4078,8156
O005716,2025-03-09,C00590,P0036,Online,1,6682,6682
O005717,2026-03-21,C00802,P0078,Mobile App,4,3950,15800
O005718,2025-03-17,C00807,P0002,Store,2,4212,8424
O005719,2025-08-25,C00564,P0075,Online,4,9838,39352
O005720,2026-05-13,C00505,P0074,Marketplace,3,1249,3747
O005721,2025-03-01,C00885,P0036,Mobile App,3,6682,20046
O005722,2025-08-23,C00025,P0179,Store,1,10284,10284
O005723,2025-09-29,C00138,P0059,Online,5,9037,45185
O005724,2025-10-12,C00697,P0075,Store,4,9838,39352
O005725,2025-04-09,C00456,P0199,Store,2,14099,28198
O005726,2026-04-20,C00582,P0178,Mobile App,1,11297,11297
O005727,2026-01-03,C00945,P0082,Marketplace,1,9034,9034
O005728,2026-01-28,C00748,P0125,Marketplace,4,10221,40884
O005729,2025-04-11,C00417,P0004,Store,4,9874,39496
O005730,2026-03-11,C00884,P0172,Marketplace,2,11082,22164
O005731,2025-02-27,C00069,P0052,Store,1,2027,2027
O005732,2026-02-25,C00972,P0039,Online,1,12439,12439
O005733,2025-05-30,C00516,P0185,Mobile App,5,13204,66020
O005734,2026-02-23,C00260,P0033,Store,4,6772,27088
O005735,2025-08-05,C00870,P0053,Marketplace,2,2791,5582
O005736,2025-07-15,C00024,P0173,Store,5,11068,55340
O005737,2025-11-06,C00416,P0177,Marketplace,5,7088,35440
O005738,2025-12-24,C00212,P0186,Marketplace,1,10994,10994
O005739,2025-11-24,C00694,P0003,Mobile App,3,12266,36798
O005740,2026-04-02,C00446,P0156,Store,3,3844,11532
O005741,2025-07-09,C00940,P0007,Marketplace,5,9395,46975
O005742,2026-01-02,C00854,P0072,Online,5,7377,36885
O005743,2025-03-16,C00268,P0030,Mobile App,2,4622,9244
O005744,2026-04-10,C00578,P0196,Store,1,14825,14825
O005745,2026-02-27,C00669,P0096,Online,1,1028,1028
O005746,2026-04-06,C00340,P0020,Mobile App,1,950,950
O005747,2025-09-01,C00354,P0101,Online,1,6596,6596
O005748,2025-04-21,C00975,P0139,Online,1,9238,9238
O005749,2025-11-23,C00070,P0074,Online,3,1249,3747
O005750,2025-05-20,C00248,P0073,Online,1,2182,2182
O005751,2025-07-17,C00916,P0090,Mobile App,4,13316,53264
O005752,2026-03-03,C00339,P0020,Store,2,950,1900
O005753,2025-05-21,C00528,P0134,Store,1,14062,14062
O005754,2025-08-23,C00328,P0123,Mobile App,3,6254,18762
O005755,2025-04-11,C00044,P0130,Online,1,4662,4662
O005756,2025-09-22,C00954,P0027,Mobile App,4,10180,40720
O005757,2025-08-18,C00113,P0098,Marketplace,3,6858,20574
O005758,2025-05-15,C00037,P0116,Online,5,4110,20550
O005759,2025-03-21,C00910,P0156,Marketplace,1,3844,3844
O005760,2025-07-27,C00919,P0169,Store,1,4373,4373
O005761,2025-08-12,C00096,P0124,Online,1,7379,7379
O005762,2026-04-21,C00399,P0094,Marketplace,5,14527,72635
O005763,2025-02-27,C00088,P0133,Marketplace,4,8480,33920
O005764,2025-07-02,C00594,P0099,Store,4,3702,14808
O005765,2025-03-23,C00424,P0170,Online,2,227,454
O005766,2026-01-04,C00329,P0122,Online,1,5918,5918
O005767,2025-04-17,C00384,P0086,Store,5,7139,35695
O005768,2025-11-26,C00553,P0066,Online,3,2303,6909
O005769,2025-08-05,C00336,P0151,Marketplace,3,14641,43923
O005770,2025-10-07,C00379,P0181,Store,2,5178,10356
O005771,2025-05-07,C00593,P0094,Store,2,14527,29054
O005772,2025-07-18,C00410,P0073,Store,2,2182,4364
O005773,2026-04-09,C00796,P0025,Marketplace,4,6265,25060
O005774,2025-01-23,C00069,P0086,Mobile App,5,7139,35695
O005775,2026-04-21,C00436,P0139,Marketplace,3,9238,27714
O005776,2025-11-06,C00890,P0141,Store,4,1432,5728
O005777,2025-01-04,C00156,P0002,Mobile App,2,4212,8424
O005778,2026-04-07,C00846,P0053,Marketplace,2,2791,5582
O005779,2026-01-22,C00394,P0046,Marketplace,4,9971,39884
O005780,2026-02-20,C00663,P0152,Store,5,3138,15690
O005781,2025-02-05,C00654,P0066,Mobile App,3,2303,6909
O005782,2025-03-26,C00328,P0190,Store,1,600,600
O005783,2026-04-29,C00308,P0133,Marketplace,3,8480,25440
O005784,2025-01-03,C00824,P0028,Marketplace,2,8951,17902
O005785,2025-10-02,C00939,P0049,Marketplace,1,11345,11345
O005786,2025-11-24,C00468,P0033,Store,1,6772,6772
O005787,2026-05-02,C00496,P0143,Marketplace,2,9743,19486
O005788,2026-04-16,C00765,P0121,Online,4,8488,33952
O005789,2025-05-30,C00144,P0031,Mobile App,5,11416,57080
O005790,2025-12-01,C00517,P0033,Marketplace,4,6772,27088
O005791,2026-02-04,C00618,P0051,Online,1,12792,12792
O005792,2026-04-10,C00085,P0003,Store,4,12266,49064
O005793,2026-02-28,C00145,P0019,Mobile App,1,9659,9659
O005794,2025-06-01,C00692,P0037,Mobile App,2,2540,5080
O005795,2026-03-31,C00695,P0126,Online,2,11142,22284
O005796,2026-03-11,C00842,P0090,Marketplace,4,13316,53264
O005797,2026-01-23,C00634,P0121,Marketplace,1,8488,8488
O005798,2025-10-26,C00647,P0031,Marketplace,5,11416,57080
O005799,2025-07-06,C00727,P0028,Marketplace,4,8951,35804
O005800,2025-07-26,C00789,P0090,Marketplace,4,13316,53264
O005801,2025-01-21,C00622,P0105,Marketplace,3,12454,37362
O005802,2025-04-10,C00295,P0135,Mobile App,2,10592,21184
O005803,2025-11-11,C00731,P0005,Mobile App,1,688,688
O005804,2026-04-25,C00844,P0039,Mobile App,2,12439,24878
O005805,2025-12-16,C00730,P0036,Mobile App,4,6682,26728
O005806,2025-11-16,C00206,P0051,Store,4,12792,51168
O005807,2025-10-24,C00078,P0033,Mobile App,1,6772,6772
O005808,2025-12-27,C00014,P0063,Marketplace,5,1149,5745
O005809,2025-12-21,C00292,P0006,Marketplace,3,4011,12033
O005810,2025-08-04,C00052,P0172,Online,2,11082,22164
O005811,2026-02-08,C00656,P0086,Online,4,7139,28556
O005812,2025-01-20,C00764,P0022,Online,3,14213,42639
O005813,2025-07-23,C00726,P0012,Store,1,12709,12709
O005814,2025-01-16,C00517,P0108,Online,1,1131,1131
O005815,2025-06-28,C00574,P0035,Store,4,3683,14732
O005816,2026-03-09,C00480,P0172,Mobile App,3,11082,33246
O005817,2026-03-19,C00570,P0154,Store,4,4571,18284
O005818,2025-05-28,C00520,P0057,Store,3,13989,41967
O005819,2026-04-03,C00092,P0092,Store,4,2496,9984
O005820,2025-10-20,C00413,P0028,Marketplace,3,8951,26853
O005821,2026-02-23,C00259,P0146,Marketplace,1,14927,14927
O005822,2026-04-19,C00424,P0063,Marketplace,5,1149,5745
O005823,2026-02-20,C00160,P0073,Online,2,2182,4364
O005824,2026-04-28,C00973,P0054,Marketplace,1,12030,12030
O005825,2026-02-23,C00674,P0178,Marketplace,2,11297,22594
O005826,2025-03-16,C00798,P0109,Store,3,14148,42444
O005827,2025-10-03,C00342,P0080,Mobile App,4,8623,34492
O005828,2026-01-04,C00511,P0152,Store,2,3138,6276
O005829,2025-01-21,C00831,P0075,Online,1,9838,9838
O005830,2025-01-11,C00560,P0177,Marketplace,2,7088,14176
O005831,2025-02-14,C00312,P0171,Marketplace,1,6167,6167
O005832,2025-02-14,C00604,P0005,Online,3,688,2064
O005833,2025-05-24,C00214,P0144,Store,3,7241,21723
O005834,2025-07-25,C00978,P0127,Store,1,11068,11068
O005835,2026-03-27,C00661,P0187,Store,1,8645,8645
O005836,2026-04-06,C00431,P0061,Store,3,519,1557
O005837,2025-12-31,C00781,P0098,Store,5,6858,34290
O005838,2026-04-10,C00060,P0004,Online,1,9874,9874
O005839,2025-10-29,C00054,P0185,Store,1,13204,13204
O005840,2025-08-16,C00534,P0017,Online,5,1491,7455
O005841,2026-02-19,C00964,P0187,Mobile App,1,8645,8645
O005842,2025-03-30,C00540,P0137,Store,1,12834,12834
O005843,2025-02-03,C00344,P0086,Store,3,7139,21417
O005844,2025-11-15,C00758,P0160,Store,1,14361,14361
O005845,2025-12-28,C00226,P0013,Marketplace,3,1719,5157
O005846,2025-02-15,C00249,P0107,Marketplace,4,8438,33752
O005847,2025-10-01,C00939,P0101,Online,2,6596,13192
O005848,2025-03-13,C00141,P0132,Marketplace,1,11463,11463
O005849,2025-06-28,C00874,P0134,Mobile App,1,14062,14062
O005850,2026-04-03,C00715,P0200,Mobile App,4,2384,9536
O005851,2026-03-10,C00004,P0197,Mobile App,4,3785,15140
O005852,2025-02-07,C00849,P0184,Online,2,11269,22538
O005853,2025-12-15,C00562,P0010,Store,3,11638,34914
O005854,2025-01-05,C00883,P0173,Marketplace,2,11068,22136
O005855,2025-11-06,C00459,P0128,Mobile App,2,4533,9066
O005856,2025-10-13,C00599,P0036,Online,1,6682,6682
O005857,2025-03-13,C00684,P0192,Marketplace,3,7661,22983
O005858,2025-08-31,C00418,P0156,Mobile App,2,3844,7688
O005859,2026-01-23,C00746,P0166,Online,1,5863,5863
O005860,2025-08-07,C00491,P0104,Online,4,3766,15064
O005861,2025-09-03,C00408,P0131,Store,4,11957,47828
O005862,2025-10-05,C00830,P0169,Store,5,4373,21865
O005863,2025-08-10,C00558,P0105,Mobile App,2,12454,24908
O005864,2026-01-09,C00671,P0007,Marketplace,1,9395,9395
O005865,2025-08-24,C00947,P0199,Marketplace,2,14099,28198
O005866,2025-03-23,C00189,P0045,Marketplace,5,13177,65885
O005867,2025-08-16,C00528,P0111,Online,4,6815,27260
O005868,2025-08-18,C00660,P0146,Marketplace,2,14927,29854
O005869,2026-02-23,C00333,P0022,Store,4,14213,56852
O005870,2026-04-15,C00657,P0048,Online,5,8869,44345
O005871,2025-10-25,C00598,P0119,Store,3,352,1056
O005872,2025-10-02,C00109,P0082,Store,5,9034,45170
O005873,2025-11-15,C00489,P0083,Marketplace,3,4181,12543
O005874,2025-08-11,C00331,P0120,Marketplace,2,1400,2800
O005875,2025-01-13,C00563,P0098,Store,3,6858,20574
O005876,2026-05-07,C00760,P0143,Online,3,9743,29229
O005877,2026-04-19,C00075,P0082,Mobile App,1,9034,9034
O005878,2025-02-25,C00914,P0032,Marketplace,4,3952,15808
O005879,2025-10-10,C00597,P0085,Store,4,10996,43984
O005880,2026-05-04,C00843,P0147,Store,1,11374,11374
O005881,2026-03-21,C00406,P0152,Mobile App,3,3138,9414
O005882,2025-09-30,C00452,P0024,Online,5,10615,53075
O005883,2026-03-07,C00316,P0166,Marketplace,1,5863,5863
O005884,2026-03-23,C00668,P0011,Mobile App,1,4752,4752
O005885,2025-01-03,C00736,P0199,Store,1,14099,14099
O005886,2025-11-01,C00721,P0068,Store,3,8845,26535
O005887,2025-10-15,C00856,P0134,Marketplace,4,14062,56248
O005888,2025-01-26,C00642,P0090,Store,4,13316,53264
O005889,2026-02-01,C00145,P0165,Store,1,826,826
O005890,2025-02-22,C00749,P0005,Store,1,688,688
O005891,2025-02-02,C00660,P0088,Marketplace,1,11232,11232
O005892,2025-09-10,C00282,P0161,Store,1,5953,5953
O005893,2025-07-25,C00678,P0147,Mobile App,1,11374,11374
O005894,2025-03-24,C00233,P0039,Store,2,12439,24878
O005895,2025-04-18,C00841,P0105,Online,5,12454,62270
O005896,2025-01-09,C00394,P0163,Store,5,652,3260
O005897,2026-02-05,C00976,P0011,Marketplace,1,4752,4752
O005898,2025-01-11,C00963,P0164,Store,2,3125,6250
O005899,2026-04-09,C00395,P0067,Marketplace,2,9207,18414
O005900,2025-12-26,C00825,P0036,Marketplace,3,6682,20046
O005901,2025-08-29,C00968,P0094,Mobile App,2,14527,29054
O005902,2025-09-11,C00906,P0007,Online,3,9395,28185
O005903,2025-06-06,C00401,P0165,Mobile App,3,826,2478
O005904,2025-05-11,C00051,P0105,Marketplace,4,12454,49816
